nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan
UD. Kiki Indah,Jasa,28.0,68.0,6959502.0,43776257.0,Bukalapak,295.0,Belum Terdaftar,2007.0,36816755.0,288000000.0,295.0
UD. Qila Lestari,Kesehatan,82.0,31.0,8320969.0,18438986.0,Shopee,665.0,Belum Terdaftar,2008.0,10118017.0,339000000.0,665.0
UD. Diva Bagaskara,Pendidikan,85.0,9.0,6242914.0,26931973.0,Bukalapak,965.0,Belum Terdaftar,2017.0,20689059.0,282000000.0,965.0
UD. Vina Swargaloka,Perdagangan,65.0,4.0,4331451.0,18934263.0,Tokopedia,916.0,Belum Terdaftar,2021.0,14602812.0,207000000.0,916.0
UD. Echa Mulyo Nadia,Pendidikan,85.0,26.0,4284543.0,23461846.0,Tidak Ada,902.0,Terdaftar,2011.0,19177303.0,333000000.0,902.0
UD. Isna Purnama,Pendidikan,98.0,38.0,2876550.0,9672748.999999998,Website Sendiri,112.0,Belum Terdaftar,2002.0,6796199.0,408000000.0,112.0
UD. Bela Pagi,Perdagangan,97.0,20.000000000000004,8503800.0,34537943.0,Shopee,549.0,Terdaftar,2001.0,26034143.0,351000000.0,549.0
UD. Jibril Prawira,Perdagangan,68.0,15.0,5120800.0,15911931.0,Website Sendiri,459.0,Belum Terdaftar,2015.0,10791131.0,249000000.0,459.0
UD. Koko Mandala,Perdagangan,26.0,28.0,3529398.0,4475035.0,Lazada,436.6,Terdaftar,2022.0,945637.0,162000000.0,508.0
UD. Bayu Kusuma,Pendidikan,81.0,78.0,5508299.0,35003564.0,Website Sendiri,331.4,Belum Terdaftar,2023.0,29495265.0,477000000.0,344.0
UD. Wenda Pramudita,Jasa,2.0,70.0,7506793.0,41153099.0,Website Sendiri,298.0,Belum Terdaftar,2015.0,33646306.0,216000000.0,298.0
UD. Indira Mandiri,Jasa,55.0,81.0,3542248.0,35356344.0,Lazada,548.0,Terdaftar,2003.0,31814096.0,408000000.0,548.0
UD. Valen Winata,Kesehatan,63.0,82.0,4734272.0,25871643.0,Lazada,927.0,Terdaftar,2009.0,21137371.0,435000000.0,927.0
UD. Sekar Senopati,Kesehatan,20.000000000000004,80.0,9979355.0,4918340.0,Bukalapak,39.0,Belum Terdaftar,2003.0,-5061015.0,300000000.0,39.0
UD. Gani Taruna,Jasa,23.0,13.0,1614906.0,24114514.0,Tokopedia,93.0,Terdaftar,2022.0,22499608.0,108000000.0,93.0
UD. Berlian Ayodya Vera,Jasa,89.0,40.0,3369098.0,24832903.0,Shopee,865.0,Belum Terdaftar,2024.0,21463805.0,387000000.0,865.0
UD. Galih Sumringah Halimah,Pendidikan,19.0,73.0,4434235.0,43141931.0,Lazada,572.0,Belum Terdaftar,2012.0,38707696.0,276000000.0,572.0
UD. Odie Raharja,Jasa,51.0,88.0,7404237.0,13888612.0,Shopee,378.0,Terdaftar,2007.0,6484375.0,417000000.0,378.0
UD. Anisa Purnama Qanitah,Pendidikan,12.0,40.0,2186561.0,13802347.0,Bukalapak,259.0,Belum Terdaftar,2016.0,11615786.0,156000000.0,259.0
UD. Juni Prajurit,Perdagangan,69.0,43.0,4060031.0,31298308.0,Website Sendiri,650.0,Belum Terdaftar,2016.0,27238277.0,336000000.0,650.0
UD. Arman Wijaya,Jasa,89.0,72.0,7281054.0,22617479.0,Tokopedia,559.0,Terdaftar,2004.0,15336425.0,483000000.0,559.0
UD. Zain Kencana,Kesehatan,42.0,15.0,8659867.0,30108975.0,Tokopedia,624.0,Belum Terdaftar,2001.0,21449108.0,171000000.0,624.0
UD. Oniel Malam,Pendidikan,93.0,23.0,1074202.0,30304535.0,Lazada,951.0,Belum Terdaftar,2024.0,29230333.0,348000000.0,951.0
UD. Fikri Nirmala,Pendidikan,77.0,20.000000000000004,7666862.0,33795255.0,Website Sendiri,353.0,Terdaftar,2023.0,26128393.0,291000000.0,353.0
UD. Candra Kencana,Perdagangan,36.0,58.0,3261417.0,24240034.0,Tokopedia,841.0,Belum Terdaftar,2012.0,20978617.0,282000000.0,841.0
UD. Wesly Kusumajati,Pendidikan,29.0,97.0,2138522.0,46285509.0,Shopee,74.0,Terdaftar,2010.0,44146987.0,378000000.0,74.0
UD. Bagas Pramana,Kesehatan,14.0,38.0,5236330.0,15801220.0,Website Sendiri,472.0,Terdaftar,2007.0,10564890.0,156000000.0,472.0
UD. Rafi Adiwangsa Tiara,Kesehatan,82.0,70.0,7749991.0,17301001.0,Lazada,409.0,Belum Terdaftar,2017.0,9551010.0,456000000.0,409.0
UD. Gani Utama,Pendidikan,74.0,6.0,8491751.0,33279412.0,Shopee,782.0,Terdaftar,2001.0,24787661.0,240000000.0,782.0
UD. Cakra Rejo,Jasa,83.0,27.0,6079044.0,24971967.0,Tokopedia,398.0,Terdaftar,2021.0,18892923.0,330000000.0,398.0
UD. Odie Manik,Pendidikan,24.0,50.0,7409847.0,23652302.0,Shopee,799.0,Belum Terdaftar,2013.0,16242455.0,222000000.0,799.0
UD. Melati Gita Widya,Pendidikan,37.0,34.0,3503517.0,47921302.0,Website Sendiri,66.0,Terdaftar,2013.0,44417785.0,213000000.0,66.0
UD. Lutfi Suci Raka,Kesehatan,42.0,57.0,8772884.0,49606782.0,Shopee,636.0,Terdaftar,2012.0,40833898.0,297000000.0,636.0
UD. Muthia Nawasena Wahyu,Perdagangan,29.0,9.0,1993260.0,5805492.0,Lazada,468.0,Belum Terdaftar,2010.0,3812232.0,114000000.0,468.0
UD. Vera Baskara,Perdagangan,39.0,37.0,5466261.0,17048627.0,Tokopedia,938.0,Belum Terdaftar,2003.0,11582366.0,228000000.0,938.0
UD. Khalid Trisakti,Pendidikan,58.0,31.0,7265798.0,32337379.0,Shopee,856.0,Belum Terdaftar,2008.0,25071581.0,267000000.0,856.0
UD. Qisha Puri,Jasa,22.0,61.0,7942746.0,2434630.0,Shopee,156.0,Terdaftar,2003.0,-5508116.0,249000000.0,156.0
UD. Gita Madya,Kesehatan,43.0,97.0,1141924.0,21460800.0,Bukalapak,584.0,Belum Terdaftar,2023.0,20318876.0,420000000.0,584.0
UD. Widi Cahaya,Jasa,80.0,87.0,5266471.0,31653767.0,Website Sendiri,243.0,Belum Terdaftar,2015.0,26387296.0,501000000.0,243.0
UD. Willy Wijapranata,Kesehatan,0.0,49.0,3104649.0,6845210.0,Lazada,184.0,Terdaftar,2005.0,3740561.0,147000000.0,184.0
UD. Qomar Wijaya,Kesehatan,77.0,40.0,9463543.0,2369008.0,Tokopedia,228.0,Belum Terdaftar,2019.0,-7094535.0,351000000.0,228.0
UD. Putra Hastinapura,Pendidikan,81.0,46.0,9667834.0,3544277.0,Shopee,28.0,Terdaftar,2013.0,-6123557.0,381000000.0,28.0
UD. Winda Terang,Kesehatan,40.0,1.0,9049490.0,4077982.0,Bukalapak,384.0,Belum Terdaftar,2015.0,-4971508.0,123000000.0,384.0
UD. Ojan Asmaralaya,Jasa,61.0,41.0,4977946.0,31450218.0,Website Sendiri,50.0,Belum Terdaftar,2015.0,26472272.0,306000000.0,50.00000000000006
UD. Abel Wijaksana,Jasa,59.0,3.0,9715998.0,1629450.0,Lazada,721.0,Terdaftar,2022.0,-8086548.0,186000000.0,721.0
UD. Yayan Wibawa,Pendidikan,79.0,0.0,3492499.0,2138858.0,Bukalapak,484.0,Terdaftar,2019.0,-1353641.0,237000000.0,484.0
UD. Halimah Luhur,Pendidikan,9.0,21.0,7478842.0,13522933.0,Website Sendiri,868.0,Terdaftar,2000.0,6044091.0,90000000.0,868.0
UD. Novi Surapati Wawan,Pendidikan,72.0,10.0,7523230.0,8093908.0,Tokopedia,302.0,Belum Terdaftar,2013.0,570678.0,246000000.0,302.0
UD. Heri Wiraatmaja,Jasa,77.0,10.0,2259746.0,2051764.0,Lazada,374.0,Terdaftar,2014.0,-207982.0,261000000.0,374.0
UD. Celsi Sehat,Perdagangan,65.0,13.0,609103.0,23214491.0,Tokopedia,660.0,Terdaftar,2000.0,22605388.0,234000000.0,660.0
UD. Qory Jayengpati,Pendidikan,56.0,90.0,8970245.0,36008165.0,Website Sendiri,980.0,Terdaftar,2007.0,27037920.0,438000000.0,980.0
UD. Qomar Ratu Vito,Perdagangan,41.0,96.0,2279605.0,35592122.0,Shopee,129.0,Belum Terdaftar,2022.0,33312517.0,411000000.0,129.0
UD. Qamar Warna,Perdagangan,53.0,91.0,1133767.0,11049814.0,Shopee,311.0,Belum Terdaftar,2024.0,9916047.0,432000000.0,311.0
UD. Yaniar Madusari,Kesehatan,84.0,86.0,6637135.0,13141292.0,Shopee,842.0,Terdaftar,2020.0,6504157.0,510000000.0,842.0
UD. Inten Praja,Pendidikan,41.0,72.0,4160489.0,7753615.0,Tokopedia,59.0,Terdaftar,2015.0,3593126.000000002,339000000.0,59.00000000000006
UD. Galih Bangun,Jasa,65.0,58.0,4352304.0,14243158.0,Tokopedia,502.0,Terdaftar,2021.0,9890854.0,369000000.0,502.0
UD. Zahira Prana,Jasa,69.0,17.0,8284169.0,15122950.0,Tokopedia,261.0,Belum Terdaftar,2023.0,6838781.0,258000000.0,261.0
UD. Wahyu Putri,Pendidikan,10.0,60.0,6986186.0,33343409.0,Shopee,380.0,Terdaftar,2002.0,26357223.0,210000000.0,380.0
UD. Jihan Reswara Laila,Perdagangan,66.0,23.0,7128642.0,36958007.0,Website Sendiri,525.0,Terdaftar,2018.0,29829365.0,267000000.0,525.0
UD. Taufan Dharma,Jasa,10.0,26.0,9238471.0,28636781.0,Shopee,458.0,Belum Terdaftar,2011.0,19398310.0,108000000.0,458.0
UD. Fajar Kelana Eni,Kesehatan,3.0,34.0,3510693.0,36895032.0,Website Sendiri,449.0,Terdaftar,2012.0,33384339.0,111000000.0,449.0
UD. Wahyu Utama,Kesehatan,78.0,67.0,2635504.0,21001517.0,Website Sendiri,505.0,Terdaftar,2015.0,18366013.0,435000000.0,505.0
UD. Odie Rejo,Pendidikan,89.0,21.0,3398470.0,43625117.0,Website Sendiri,848.0,Belum Terdaftar,2009.0,40226647.0,330000000.0,848.0
UD. Ida Prana Umi,Pendidikan,99.0,10.0,9861952.0,3874172.0,Tidak Ada,563.0,Terdaftar,2016.0,-5987780.0,327000000.0,563.0
UD. Nara Trisula,Jasa,78.0,70.0,9367177.0,39357391.0,Tokopedia,491.0,Belum Terdaftar,2017.0,29990214.0,444000000.0,491.0
UD. Mario Dewangga,Perdagangan,48.0,57.0,8935862.0,30342779.0,Website Sendiri,495.0,Terdaftar,2017.0,21406917.0,315000000.0,495.0
UD. Wenny Citra,Jasa,21.0,97.0,4503699.0,28845023.0,Website Sendiri,338.0,Belum Terdaftar,2015.0,24341324.0,354000000.0,338.0
UD. Wesly Pamungkas,Pendidikan,36.0,75.0,3628909.0,27518971.0,Website Sendiri,262.0,Belum Terdaftar,2010.0,23890062.0,333000000.0,262.0
UD. Sekar Satria,Kesehatan,9.0,3.0,8374018.0,32830269.0,Tokopedia,784.0,Terdaftar,2006.0,24456251.0,36000000.0,784.0
UD. Wahyu Darussalam,Perdagangan,19.0,65.0,3272829.0,5319683.0,Tidak Ada,176.0,Belum Terdaftar,2023.0,2046854.0,252000000.0,176.00000000000006
UD. Daffa Madya,Jasa,95.0,64.0,4658534.0,13689926.0,Tokopedia,732.0,Belum Terdaftar,2011.0,9031392.0,477000000.0,732.0
UD. Kiki Lempung,Jasa,72.0,17.0,4828774.0,10249514.0,Shopee,841.0,Belum Terdaftar,2015.0,5420740.0,267000000.0,841.0
UD. Yasir Sukadarma,Kesehatan,49.0,58.0,7883785.0,1379205.0,Tokopedia,944.0,Belum Terdaftar,2010.0,-6504580.0,321000000.0,944.0
UD. Gusti Selaras,Jasa,30.0,22.0,7910394.0,29152083.0,Tokopedia,261.0,Terdaftar,2000.0,21241689.0,156000000.0,261.0
UD. Jaya Sukarela,Jasa,43.0,97.0,4044238.0,44242635.0,Bukalapak,793.0,Terdaftar,2000.0,40198397.0,420000000.0,793.0
UD. Lono Cempaka,Jasa,30.0,3.0,9805047.0,37990010.0,Bukalapak,706.0,Belum Terdaftar,2004.0,28184963.0,99000000.0,706.0
UD. Nadia Bersemi,Jasa,91.0,52.0,6075881.0,15929357.0,Lazada,265.0,Terdaftar,2016.0,9853476.0,429000000.0,265.0
UD. Qanita Cendana,Jasa,74.0,82.0,4549532.0,4034345.0,Tokopedia,640.0,Terdaftar,2001.0,-515187.0,468000000.0,640.0
UD. Berlian Asri,Kesehatan,99.0,39.0,6055150.0,39791841.0,Bukalapak,539.0,Terdaftar,2010.8,33736691.0,414000000.0,539.0
UD. Ulil Bagaskara,Pendidikan,40.0,39.0,8347101.0,42652467.0,Tokopedia,80.0,Terdaftar,2018.0,34305366.0,237000000.0,80.0
UD. Ony Surya,Perdagangan,3.0,50.0,7515065.0,4155755.0,Website Sendiri,903.0,Belum Terdaftar,2012.0,-3359310.0,159000000.0,903.0
UD. Oniel Wira,Kesehatan,13.0,8.0,7156503.0,3446928.0,Bukalapak,195.0,Terdaftar,2016.0,-3709575.0,63000000.0,195.0
UD. Yana Binasena,Jasa,45.0,22.0,2816008.0,39401319.0,Bukalapak,930.0,Belum Terdaftar,2008.0,36585311.0,201000000.0,930.0
UD. Rendi Senopati Tegar,Jasa,53.0,12.0,2298070.0,13623827.0,Bukalapak,808.0,Belum Terdaftar,2003.0,11325757.0,195000000.0,808.0
UD. Jasmin Galang,Perdagangan,92.0,0.0,5217634.0,28351681.0,Tokopedia,505.0,Terdaftar,2013.0,23134047.0,276000000.0,505.0
UD. Gilangga Adiwangsa Pasha,Perdagangan,91.0,75.0,6712826.0,19858684.0,Tidak Ada,864.0,Terdaftar,2015.0,13145858.0,498000000.0,864.0
UD. Yusuf Adhi,Pendidikan,88.0,9.0,8027400.0,15901780.0,Tokopedia,762.0,Belum Terdaftar,2012.0,7874380.0,291000000.0,762.0
UD. Kurnia Wijaksana Inten,Jasa,86.0,26.0,6749265.0,19707083.0,Bukalapak,864.0,Terdaftar,2014.0,12957818.0,336000000.0,864.0
UD. Veronika Jaladara,Kesehatan,32.0,18.0,4080598.0,41038909.0,Website Sendiri,170.0,Belum Terdaftar,2021.0,36958311.0,150000000.0,170.0
UD. Mirna Kusen,Jasa,29.0,95.0,6900187.0,10838539.999999998,Bukalapak,245.0,Terdaftar,2021.0,3938353.0,372000000.0,245.0
UD. Wenda Kencana,Pendidikan,8.0,21.0,9187789.0,13953041.0,Lazada,171.0,Belum Terdaftar,2018.0,4765251.999999998,87000000.0,171.0
UD. Pasha Merdeka,Kesehatan,37.0,88.0,9844755.0,17277069.0,Website Sendiri,914.0,Belum Terdaftar,2023.0,7432314.0,375000000.0,914.0
UD. Ulya Resmi,Jasa,88.0,10.0,2622895.0,30472990.0,Lazada,284.0,Terdaftar,2013.0,27850095.0,294000000.0,284.0
UD. Elsa Langit,Pendidikan,81.0,74.0,5524123.0,29873815.0,Shopee,513.0,Terdaftar,2005.0,24349692.0,465000000.0,513.0
UD. Sinta Asri,Perdagangan,42.0,89.0,3777034.0,41361099.0,Bukalapak,746.0,Belum Terdaftar,2005.0,37584065.0,393000000.0,746.0
UD. Wulan Jayengpati,Pendidikan,6.0,15.0,9653984.0,11709299.0,Shopee,169.0,Terdaftar,2012.0,2055315.0,63000000.0,169.0
UD. Rafa Damai,Kesehatan,87.0,28.0,2745423.0,28338456.0,Tokopedia,21.000000000000057,Belum Terdaftar,2016.0,25593033.0,345000000.0,21.0
UD. Budi Surapati,Kesehatan,39.0,29.0,7552677.0,49783075.0,Lazada,215.0,Belum Terdaftar,2022.0,42230398.0,204000000.0,215.0
UD. Qila Abdi,Kesehatan,84.0,10.0,2476270.0,10581069.0,Shopee,342.0,Belum Terdaftar,2019.0,8104799.0,282000000.0,342.0
UD. Valen Asih Naufal,Jasa,61.0,56.0,6857152.0,34909649.0,Shopee,776.0,Belum Terdaftar,2023.0,28052497.0,351000000.0,776.0
UD. Mira Reswara,Pendidikan,54.0,64.0,1173990.0,26156247.0,Bukalapak,595.0,Belum Terdaftar,2012.0,24982257.0,354000000.0,595.0
UD. Mira Sukadarma,Kesehatan,34.0,5.0,6218953.0,36517917.0,Website Sendiri,895.0,Terdaftar,2018.0,30298964.0,117000000.0,895.0
UD. Mega Mandiri,Jasa,42.0,76.0,9254717.0,17372419.0,Bukalapak,234.0,Belum Terdaftar,2014.0,8117702.0,354000000.0,234.0
UD. Echa Wira,Pendidikan,10.0,90.0,7623462.0,25849983.0,Bukalapak,896.0,Belum Terdaftar,2019.0,18226521.0,300000000.0,896.0
UD. Ovan Nirwasita Chintya,Perdagangan,1.0,34.0,5360839.0,3191527.0,Tokopedia,421.0,Belum Terdaftar,2013.0,-2169312.0,105000000.0,421.0
UD. Ari Padi,Jasa,78.0,96.0,9604876.0,35327196.0,Lazada,862.0,Belum Terdaftar,2010.0,25722320.0,522000000.0,862.0
UD. Sari Lintang,Kesehatan,78.0,58.0,1136092.0000000005,5384913.0,Tokopedia,158.0,Belum Terdaftar,2000.0,4248821.0,408000000.0,158.00000000000006
UD. Vera Galang,Jasa,4.0,13.0,7109462.0,34911491.0,Website Sendiri,742.0,Terdaftar,2016.0,27802029.0,51000000.0,742.0
UD. Umar Suryaatmaja,Pendidikan,39.0,42.0,8752226.0,15300474.0,Shopee,946.0,Belum Terdaftar,2011.0,6548248.0,243000000.0,946.0
UD. Bagir Panji,Pendidikan,79.0,45.0,2420427.0,4945082.0,Lazada,809.0,Terdaftar,2018.0,2524655.0,372000000.0,809.0
UD. Taufik Trisudira,Pendidikan,45.0,21.0,9580319.0,11269791.999999998,Tidak Ada,792.0,Terdaftar,2024.0,1689473.0,198000000.0,792.0
UD. Salsa Dewangga,Kesehatan,20.000000000000004,59.0,7560734.0,14228471.0,Tokopedia,377.0,Terdaftar,2021.0,6667737.0,237000000.0,377.0
UD. Zaki Trisakti,Perdagangan,8.0,84.0,4695768.0,26410533.0,Website Sendiri,863.0,Terdaftar,2001.0,21714765.0,276000000.0,863.0
UD. Qory Harmoni,Jasa,70.0,1.0,9581500.0,23996332.0,Shopee,994.0,Terdaftar,2001.0,14414832.0,213000000.0,994.0
UD. Reza Utama,Kesehatan,26.0,68.0,742852.0,10891837.0,Shopee,949.0,Terdaftar,2006.0,10148985.0,282000000.0,949.0
UD. Raka Utamajaya,Perdagangan,16.0,14.0,9252875.0,49564801.0,Lazada,475.0,Belum Terdaftar,2020.0,40311926.0,90000000.0,475.0
UD. Inten Yudhistira,Kesehatan,65.0,49.0,4989560.0,34787250.0,Lazada,429.0,Terdaftar,2014.0,29797690.0,342000000.0,429.0
UD. Nando Mayang Candra,Pendidikan,25.0,83.0,7477341.0,4589899.0,Bukalapak,344.0,Belum Terdaftar,2012.0,-2887442.0,324000000.0,344.0
UD. Yaniar Trisaktiatma,Kesehatan,71.0,89.0,7292192.0,48830805.0,Website Sendiri,921.0,Terdaftar,2011.0,41538613.0,480000000.0,921.0
UD. Gusti Wicaksana,Kesehatan,44.0,55.0,1267687.0,36312061.0,Lazada,406.0,Terdaftar,2010.0,35044374.0,297000000.0,406.0
UD. Sella Ratu,Kesehatan,54.0,62.0,3649428.0,29396173.0,Website Sendiri,959.0,Terdaftar,2010.0,25746745.0,348000000.0,959.0
UD. Lutfi Putra,Perdagangan,39.0,87.0,9289816.0,7575880.0,Lazada,380.0,Belum Terdaftar,2018.0,-1713936.0,378000000.0,380.0
UD. Baim Wirajaya Alif,Perdagangan,15.0,34.0,2409057.0,20788489.0,Website Sendiri,483.0,Belum Terdaftar,2003.0,18379432.0,147000000.0,483.0
UD. Nando Cempaka,Jasa,83.0,87.0,6536304.0,25191238.0,Bukalapak,821.0,Belum Terdaftar,2000.0,18654934.0,510000000.0,821.0
UD. Asep Jayawarsa Fatimah,Jasa,95.0,25.0,6517015.0,37642664.0,Tokopedia,19.0,Terdaftar,2012.0,31125649.0,360000000.0,19.0
UD. Jaya Binasena,Perdagangan,31.0,85.0,4413020.0,39815150.0,Tokopedia,652.0,Terdaftar,2011.0,35402130.0,348000000.0,652.0
UD. Hana Alam,Kesehatan,34.0,26.0,8748314.0,2221305.0,Shopee,694.0,Terdaftar,2002.0,-6527009.0,180000000.0,694.0
UD. Karla Pamungkas,Pendidikan,63.0,18.0,5255251.0,45120851.0,Bukalapak,245.0,Belum Terdaftar,2019.0,39865600.0,243000000.0,245.0
UD. Zidan Utama,Jasa,63.0,36.0,7141002.0,1656974.0,Tokopedia,467.0,Belum Terdaftar,2012.0,-5484028.0,297000000.0,467.0
UD. Kinan Sukarela,Jasa,14.0,35.0,6667252.0,37380599.0,Bukalapak,689.6,Belum Terdaftar,2013.0,30713347.0,147000000.0,713.0
UD. Chiko Mulyo,Kesehatan,41.0,92.0,8346620.0,11010993.0,Lazada,931.0,Belum Terdaftar,2024.0,2664373.0,399000000.0,931.0
UD. Chintya Terang,Perdagangan,49.0,39.0,4685951.0,46258593.0,Shopee,218.0,Terdaftar,2010.0,41572642.0,264000000.0,218.0
UD. Gilang Harapan Livia,Perdagangan,31.0,62.0,5035295.0,35010043.0,Bukalapak,654.0,Belum Terdaftar,2009.0,29974748.0,279000000.0,654.0
UD. Omar Sejahtera,Pendidikan,29.0,38.0,9643993.0,17705715.0,Lazada,575.0,Belum Terdaftar,2004.0,8061722.0,201000000.0,575.0
UD. Shinta Kusumatmaja,Kesehatan,82.0,11.0,8760872.0,15040595.0,Lazada,493.0,Belum Terdaftar,2007.0,6279723.0,279000000.0,493.0
UD. Hilmi Darma,Kesehatan,23.0,43.0,7327089.0,43572920.0,Shopee,630.0,Terdaftar,2015.0,36245831.0,198000000.0,630.0
UD. Muthia Radhitya,Perdagangan,65.0,79.0,8969208.0,20815426.0,Website Sendiri,631.0,Belum Terdaftar,2004.0,11846218.0,432000000.0,631.0
UD. Putra Citra,Perdagangan,20.000000000000004,47.0,8020431.0,31571566.0,Shopee,89.0,Terdaftar,2020.0,23551135.0,201000000.0,89.0
UD. Vino Mardika,Perdagangan,41.0,94.0,9489007.0,4362955.0,Lazada,66.0,Belum Terdaftar,2007.0,-5126052.0,405000000.0,66.0
UD. Veronika Saprahan,Perdagangan,79.0,78.0,5984476.0,20985994.0,Bukalapak,991.0,Terdaftar,2002.0,15001518.0,471000000.0,991.0
UD. Jibril Mulyo,Pendidikan,99.0,32.0,8274931.0,44750992.0,Tokopedia,844.0,Terdaftar,2004.0,36476061.0,393000000.0,844.0
UD. Fitri Bersemi,Kesehatan,57.0,78.0,9615617.0,11121101.0,Tokopedia,519.0,Terdaftar,2012.0,1505484.0,405000000.0,519.0
UD. Gusti Abdi,Kesehatan,1.0,31.0,8120722.0,38222430.0,Lazada,336.0,Terdaftar,2012.0,30101708.0,96000000.0,336.0
UD. Kinan Wiraatmaja,Pendidikan,15.0,21.0,5905600.0,45229880.0,Bukalapak,606.0,Terdaftar,2004.0,39324280.0,108000000.0,606.0
UD. Nara Nirwana,Pendidikan,92.0,5.0,7306255.0,40482478.0,Shopee,441.0,Belum Terdaftar,2000.0,33176223.0,291000000.0,441.0
UD. Tono Anugerah,Pendidikan,6.0,29.0,3130953.0,23327611.0,Tokopedia,98.0,Belum Terdaftar,2015.0,20196658.0,105000000.0,98.0
UD. Shinta Prawira,Jasa,54.0,16.0,8564315.0,2754982.0,Lazada,430.0,Belum Terdaftar,2018.0,-5809333.0,210000000.0,430.0
UD. Anisa Saputranegara,Jasa,14.0,1.0,7380643.0,8076813.0,Website Sendiri,276.0,Belum Terdaftar,2019.0,696170.0,44999999.99999997,276.0
UD. Berlian Brawijaya,Kesehatan,25.2,79.0,4292643.0,35147689.0,Tokopedia,80.0,Belum Terdaftar,2009.0,30855046.0,303000000.0,80.0
UD. Willy Utama Nibras,Kesehatan,68.0,54.0,5318938.6,13110515.0,Tokopedia,159.0,Belum Terdaftar,2005.0,3307239.0,366000000.0,159.0
UD. Fahmi Putra,Perdagangan,0.0,11.0,7973484.0,49196142.0,Lazada,853.0,Belum Terdaftar,2021.0,41222658.0,33000000.0,853.0
UD. Qanita Ratu,Pendidikan,68.0,11.0,3717297.0,46861826.0,Website Sendiri,531.0,Belum Terdaftar,2015.0,43144529.0,237000000.0,531.0
UD. Jasmine Panembahan,Pendidikan,12.0,50.0,6362515.0,28048586.0,Lazada,118.99999999999994,Belum Terdaftar,2020.0,21686071.0,186000000.0,119.0
UD. Thariq Wisesa Erlangga,Perdagangan,25.0,47.0,4862876.0,32316529.0,Tokopedia,92.0,Belum Terdaftar,2010.0,27453653.0,216000000.0,92.0
UD. Arman Kayastha,Kesehatan,51.0,38.0,5099786.0,30838552.0,Lazada,627.0,Belum Terdaftar,2001.0,25738766.0,267000000.0,627.0
UD. Febri Segar,Kesehatan,12.0,80.0,5285932.0,4740054.0,Tokopedia,217.0,Belum Terdaftar,2003.0,-545878.0,276000000.0,217.0
UD. Fani Atma Salsa,Pendidikan,95.0,69.0,2876166.0,33075197.0,Bukalapak,192.0,Belum Terdaftar,2012.0,30199031.0,492000000.0,192.0
UD. Riko Wiratama,Perdagangan,54.0,89.0,6474313.0,24962676.0,Lazada,329.0,Belum Terdaftar,2004.0,18488363.0,429000000.0,329.0
UD. Cinta Sukma,Jasa,28.0,0.0,6548484.8,26412237.0,Shopee,845.0,Terdaftar,2006.0,19979624.0,84000000.0,845.0
UD. Nando Panembahan,Perdagangan,17.0,15.0,2492718.0,23677009.0,Lazada,143.0,Belum Terdaftar,2012.0,21184291.0,96000000.0,143.0
UD. Novi Yudhistira,Perdagangan,1.0,45.0,2033265.0,32155308.0,Bukalapak,15.0,Terdaftar,2021.0,30122043.0,138000000.0,15.0
UD. Dani Padi,Perdagangan,26.0,62.0,7081703.0,31671100.0,Tokopedia,956.0,Belum Terdaftar,2001.0,24589397.0,264000000.0,956.0
UD. Ghani Gita,Pendidikan,49.2,58.0,6949058.0,22796454.0,Bukalapak,27.0,Belum Terdaftar,2007.0,15847396.0,321000000.0,27.0
UD. Habib Artha,Perdagangan,41.0,46.0,1027131.0,20833750.0,Bukalapak,300.0,Terdaftar,2007.0,19806619.0,261000000.0,300.0
UD. Karim Atma,Pendidikan,66.0,15.0,6631950.0,22965918.0,Lazada,561.0,Belum Terdaftar,2019.0,16333968.0,243000000.0,561.0
UD. Zahra Wibawa,Kesehatan,93.0,45.0,1651597.0,1282043.0,Shopee,122.0,Belum Terdaftar,2016.0,-369554.0,414000000.0,122.00000000000006
UD. Yayan Yudhistira,Kesehatan,9.0,79.0,3002845.0,29556474.0,Shopee,420.0,Terdaftar,2002.0,26553629.0,264000000.0,420.0
UD. Iman Cahyaningrat,Kesehatan,8.0,38.0,6584151.0,41031575.0,Lazada,780.0,Terdaftar,2008.0,34447424.0,138000000.0,780.0
UD. Yaniar Mulya,Kesehatan,2.0,92.0,8653345.0,27966577.0,Shopee,655.0,Belum Terdaftar,2005.0,19313232.0,282000000.0,655.0
UD. Binar Karya Galang,Jasa,84.0,49.0,5268849.0,29502204.0,Shopee,38.0,Belum Terdaftar,2000.0,24233355.0,402000000.0,38.0
UD. Mario Abdi,Kesehatan,37.0,48.0,9060832.0,7146171.0,Shopee,758.0,Belum Terdaftar,2018.0,-1914661.0,255000000.0,758.0
UD. Zidan Karang,Kesehatan,74.0,25.0,5594718.0,35534965.0,Website Sendiri,229.0,Belum Terdaftar,2007.0,29940247.0,297000000.0,229.0
UD. Melati Adiwangsa,Perdagangan,69.0,93.0,1879692.0,45994394.0,Bukalapak,229.0,Terdaftar,2011.0,44114702.0,486000000.0,229.0
UD. Hasna Jayabaya,Perdagangan,68.0,32.0,2859148.0,38455624.0,Tokopedia,192.0,Terdaftar,2001.0,35596476.0,300000000.0,192.0
